"gene.symbol"	"egID"	"gene.set"
"BAP1"	8314	"HPO_dom"
"BCMO1"	53630	"HPO_dom"
"BCOR"	54880	"HPO_dom"
"BDNF"	627	"HPO_dom"
"BEAN1"	146227	"HPO_dom"
"BFSP2"	8419	"HPO_dom"
"BLK"	640	"HPO_dom"
"BMP15"	9210	"HPO_dom"
"BMP2"	650	"HPO_dom"
"BMP4"	652	"HPO_dom"
"BMPR1A"	657	"HPO_dom"
"BMPR2"	659	"HPO_dom"
"BRCA2"	675	"HPO_dom"
"BRWD3"	254065	"HPO_dom"
"BTK"	695	"HPO_dom"
"C1GALT1C1"	29071	"HPO_dom"
"C1QTNF5"	114902	"HPO_dom"
"C9orf72"	203228	"HPO_dom"
"CA4"	762	"HPO_dom"
"CACNA1A"	773	"HPO_dom"
"CACNA1C"	775	"HPO_dom"
"CACNA1F"	778	"HPO_dom"
"CACNA1S"	779	"HPO_dom"
"CACNB2"	783	"HPO_dom"
"CALM1"	801	"HPO_dom"
"CALR3"	125972	"HPO_dom"
"CAMTA1"	23261	"HPO_dom"
"CARD14"	79092	"HPO_dom"
"CASK"	8573	"HPO_dom"
"CASP10"	843	"HPO_dom"
"CASR"	846	"HPO_dom"
"CAT"	847	"HPO_dom"
"CBFB"	865	"HPO_dom"
"CBX2"	84733	"HPO_dom"
"CCDC50"	152137	"HPO_dom"
"CCDC6"	8030	"HPO_dom"
"CCDC78"	124093	"HPO_dom"
"CCM2"	83605	"HPO_dom"
"CCND1"	595	"HPO_dom"
"CD4"	920	"HPO_dom"
"CD40LG"	959	"HPO_dom"
"CD82"	3732	"HPO_dom"
"CDC73"	79577	"HPO_dom"
"CDH1"	999	"HPO_dom"
"CDH15"	1013	"HPO_dom"
"CDK11B"	984	"HPO_dom"
"CDKL5"	6792	"HPO_dom"
"CDKN1B"	1027	"HPO_dom"
"CDKN1C"	1028	"HPO_dom"
"CDKN2A"	1029	"HPO_dom"
"CDON"	50937	"HPO_dom"
"CDR1"	1038	"HPO_dom"
"CEACAM5"	1048	"HPO_dom"
"CEBPA"	1050	"HPO_dom"
"CEL"	1056	"HPO_dom"
"CES1"	1066	"HPO_dom"
"CETP"	1071	"HPO_dom"
"CFHR5"	81494	"HPO_dom"
"CFP"	5199	"HPO_dom"
"CHD7"	55636	"HPO_dom"
"CHEK2"	11200	"HPO_dom"
"CHM"	1121	"HPO_dom"
"CHMP2B"	25978	"HPO_dom"
"CHMP4B"	128866	"HPO_dom"
"CHN1"	1123	"HPO_dom"
"CHRDL1"	91851	"HPO_dom"
"CHRNA2"	1135	"HPO_dom"
"CHRNA4"	1137	"HPO_dom"
"CITED2"	10370	"HPO_dom"
"CLCN5"	1184	"HPO_dom"
"CLIC2"	1193	"HPO_dom"
"CNBP"	7555	"HPO_dom"
"COCH"	1690	"HPO_dom"
"COL10A1"	1300	"HPO_dom"
"COL3A1"	1281	"HPO_dom"
"COL4A1"	1282	"HPO_dom"
"COL4A2"	1284	"HPO_dom"
"COL4A5"	1287	"HPO_dom"
"COL4A6"	1288	"HPO_dom"
"COL5A1"	1289	"HPO_dom"
"COL5A2"	1290	"HPO_dom"
"COL8A2"	1296	"HPO_dom"
"COL9A1"	1297	"HPO_dom"
"COL9A3"	1299	"HPO_dom"
"COMP"	1311	"HPO_dom"
"COX7B"	1349	"HPO_dom"
"CPOX"	1371	"HPO_dom"
"CREBBP"	1387	"HPO_dom"
"CRELD1"	78987	"HPO_dom"
"CRX"	1406	"HPO_dom"
"CRYBA1"	1411	"HPO_dom"
"CRYBA4"	1413	"HPO_dom"
"CRYBB2"	1415	"HPO_dom"
"CRYGC"	1420	"HPO_dom"
"CRYGD"	1421	"HPO_dom"
"CSF1R"	1436	"HPO_dom"
"CSF2RA"	1438	"HPO_dom"
"CSF3R"	1441	"HPO_dom"
"CSRP3"	8048	"HPO_dom"
"CST3"	1471	"HPO_dom"
"CTNNB1"	1499	"HPO_dom"
"CUL3"	8452	"HPO_dom"
"CUL4B"	8450	"HPO_dom"
"CXCR4"	7852	"HPO_dom"
"CYBB"	1536	"HPO_dom"
"CYCS"	54205	"HPO_dom"
"CYLD"	1540	"HPO_dom"
"CYP1A1"	1543	"HPO_dom"
"CYP1A2"	1544	"HPO_dom"
"CYP2A6"	1548	"HPO_dom"
"CYP2C9"	1559	"HPO_dom"
"DAZ1"	1617	"HPO_dom"
"DBI"	1622	"HPO_dom"
"DCC"	1630	"HPO_dom"
"DCK"	1633	"HPO_dom"
"DCN"	1634	"HPO_dom"
"DCTN1"	1639	"HPO_dom"
"DCX"	1641	"HPO_dom"
"DEC1"	50514	"HPO_dom"
"DFNA5"	1687	"HPO_dom"
"DIABLO"	56616	"HPO_dom"
"DIAPH1"	1729	"HPO_dom"
"DIAPH2"	1730	"HPO_dom"
"DIAPH3"	81624	"HPO_dom"
"DICER1"	23405	"HPO_dom"
"DIO1"	1733	"HPO_dom"
"DIRC2"	84925	"HPO_dom"
"DISC2"	27184	"HPO_dom"
"DKC1"	1736	"HPO_dom"
"DLG3"	1741	"HPO_dom"
"DLX3"	1747	"HPO_dom"
"DMD"	1756	"HPO_dom"
"DMPK"	1760	"HPO_dom"
"DNA2"	1763	"HPO_dom"
"DNAJB6"	10049	"HPO_dom"
"DNAJC5"	80331	"HPO_dom"
"DNM1L"	10059	"HPO_dom"
"DNM2"	1785	"HPO_dom"
"DNMT1"	1786	"HPO_dom"
"DRD2"	1813	"HPO_dom"
"DSG1"	1828	"HPO_dom"
"DSG2"	1829	"HPO_dom"
"DSPP"	1834	"HPO_dom"
"DTNA"	1837	"HPO_dom"
"DYNC1H1"	1778	"HPO_dom"
"EBP"	10682	"HPO_dom"
"EDA"	1896	"HPO_dom"
"EDARADD"	128178	"HPO_dom"
"EDNRA"	1909	"HPO_dom"
"EFEMP1"	2202	"HPO_dom"
"EFNB1"	1947	"HPO_dom"
"EGLN1"	54583	"HPO_dom"
"EHMT1"	79813	"HPO_dom"
"EIF4G1"	1981	"HPO_dom"
"ELK1"	2002	"HPO_dom"
"ELN"	2006	"HPO_dom"
"EMD"	2010	"HPO_dom"
"ENG"	2022	"HPO_dom"
"EP300"	2033	"HPO_dom"
"EPAS1"	2034	"HPO_dom"
"EPB41"	2035	"HPO_dom"
"EPHA2"	1969	"HPO_dom"
"EPHX2"	2053	"HPO_dom"
"ETV1"	2115	"HPO_dom"
"ETV6"	2120	"HPO_dom"
"EWSR1"	2130	"HPO_dom"
"EXT2"	2132	"HPO_dom"
"EYA1"	2138	"HPO_dom"
"EYA4"	2070	"HPO_dom"
"EZH2"	2146	"HPO_dom"
"F8"	2157	"HPO_dom"
"F9"	2158	"HPO_dom"
"FAM83H"	286077	"HPO_dom"
"FAS"	355	"HPO_dom"
"FASLG"	356	"HPO_dom"
"FBLN1"	2192	"HPO_dom"
"FBN1"	2200	"HPO_dom"
"FBN2"	2201	"HPO_dom"
"FCGR2C"	9103	"HPO_dom"
"FES"	2242	"HPO_dom"
"FGD1"	2245	"HPO_dom"
"FGF10"	2255	"HPO_dom"
"FGF14"	2259	"HPO_dom"
"FGF8"	2253	"HPO_dom"
"FGF9"	2254	"HPO_dom"
"FGFR1"	2260	"HPO_dom"
"FGFR3"	2261	"HPO_dom"
"FHL1"	2273	"HPO_dom"
"FLCN"	201163	"HPO_dom"
"FLG"	2312	"HPO_dom"
"FLNA"	2316	"HPO_dom"
"FLNC"	2318	"HPO_dom"
"FLT3"	2322	"HPO_dom"
"FLT4"	2324	"HPO_dom"
"FMR1"	2332	"HPO_dom"
"FN1"	2335	"HPO_dom"
"FOXC1"	2296	"HPO_dom"
"FOXC2"	2303	"HPO_dom"
"FOXL2"	668	"HPO_dom"
"FOXO4"	4303	"HPO_dom"
"FOXP1"	27086	"HPO_dom"
"FOXP2"	93986	"HPO_dom"
"FOXP3"	50943	"HPO_dom"
"FRMD7"	90167	"HPO_dom"
"FSCN2"	25794	"HPO_dom"
"FTL"	2512	"HPO_dom"
"FTSJ1"	24140	"HPO_dom"
"FUS"	2521	"HPO_dom"
"FUZ"	80199	"HPO_dom"
"FXYD2"	486	"HPO_dom"
"FZD4"	8322	"HPO_dom"
"G6PD"	2539	"HPO_dom"
"GABRB3"	2562	"HPO_dom"
"GABRG2"	2566	"HPO_dom"
"GARS"	2617	"HPO_dom"
"GATA1"	2623	"HPO_dom"
"GATA2"	2624	"HPO_dom"
"GATA3"	2625	"HPO_dom"
"GATA4"	2626	"HPO_dom"
"GCK"	2645	"HPO_dom"
"GCM2"	9247	"HPO_dom"
"GDF3"	9573	"HPO_dom"
"GDF6"	392255	"HPO_dom"
"GDI1"	2664	"HPO_dom"
"GDNF"	2668	"HPO_dom"
"GFAP"	2670	"HPO_dom"
"GFI1"	2672	"HPO_dom"
"GIGYF2"	26058	"HPO_dom"
"GIP"	2695	"HPO_dom"
"GJA3"	2700	"HPO_dom"
"GJA5"	2702	"HPO_dom"
"GJA8"	2703	"HPO_dom"
"GJB1"	2705	"HPO_dom"
"GK"	2710	"HPO_dom"
"GLA"	2717	"HPO_dom"
"GLI2"	2736	"HPO_dom"
"GLI3"	2737	"HPO_dom"
"GLMN"	11146	"HPO_dom"
"GLUD1"	2746	"HPO_dom"
"GMPS"	8833	"HPO_dom"
"GNAI2"	2771	"HPO_dom"
"GNAI3"	2773	"HPO_dom"
"GNAL"	2774	"HPO_dom"
"GNAQ"	2776	"HPO_dom"
"GNAS"	2778	"HPO_dom"
"GNAS-AS1"	149775	"HPO_dom"
"GNAT1"	2779	"HPO_dom"
"GNB4"	59345	"HPO_dom"
"GNRH1"	2796	"HPO_dom"
"GOLGA5"	9950	"HPO_dom"
"GPC3"	2719	"HPO_dom"
"GPD1L"	23171	"HPO_dom"
"GPR143"	4935	"HPO_dom"
"GPR179"	440435	"HPO_dom"
"GRHL2"	79977	"HPO_dom"
"GRIA3"	2892	"HPO_dom"
"GRIN2A"	2903	"HPO_dom"
"GSN"	2934	"HPO_dom"
"GUCA1A"	2978	"HPO_dom"
"H19"	283120	"HPO_dom"
"HAGH"	3029	"HPO_dom"
"HBA1"	3039	"HPO_dom"
"HBA2"	3040	"HPO_dom"
"HBD"	3045	"HPO_dom"
"HBE1"	3046	"HPO_dom"
"HBEGF"	1839	"HPO_dom"
"HBG1"	3047	"HPO_dom"
"HBG2"	3048	"HPO_dom"
"HBQ1"	3049	"HPO_dom"
"HBZ"	3050	"HPO_dom"
"HCCS"	3052	"HPO_dom"
"HCFC1"	3054	"HPO_dom"
"HCN4"	10021	"HPO_dom"
"HCRT"	3060	"HPO_dom"
"HDAC8"	55869	"HPO_dom"
"HLA-A"	3105	"HPO_dom"
"HLA-DRA"	3122	"HPO_dom"
"HMBS"	3145	"HPO_dom"
"HMGA1"	3159	"HPO_dom"
"HMGA2"	8091	"HPO_dom"
"HNF1A"	6927	"HPO_dom"
"HNF1B"	6928	"HPO_dom"
"HNF4A"	3172	"HPO_dom"
"HOXA11"	3207	"HPO_dom"
"HOXA13"	3209	"HPO_dom"
"HOXD10"	3236	"HPO_dom"
"HOXD13"	3239	"HPO_dom"
"HPRT1"	3251	"HPO_dom"
"HRAS"	3265	"HPO_dom"
"HRG"	3273	"HPO_dom"
"HS6ST1"	9394	"HPO_dom"
"HSD17B10"	3028	"HPO_dom"
"HSF4"	3299	"HPO_dom"
"HSPB1"	3315	"HPO_dom"
"HSPB3"	8988	"HPO_dom"
"HSPB8"	26353	"HPO_dom"
"HTRA2"	27429	"HPO_dom"
"HTT"	3064	"HPO_dom"
"HUWE1"	10075	"HPO_dom"
"IDS"	3423	"HPO_dom"
"IFITM5"	387733	"HPO_dom"
"IGBP1"	3476	"HPO_dom"
"IKBKG"	8517	"HPO_dom"
"IL1RAPL1"	11141	"HPO_dom"
"IL2RG"	3561	"HPO_dom"
"IL3RA"	3563	"HPO_dom"
"INF2"	64423	"HPO_dom"
"INS"	3630	"HPO_dom"
"IQSEC2"	23096	"HPO_dom"
"IRF6"	3664	"HPO_dom"
"ITGA2"	3673	"HPO_dom"
"ITM2B"	9445	"HPO_dom"
"ITPR1"	3708	"HPO_dom"
"JAG1"	182	"HPO_dom"
"JAK2"	3717	"HPO_dom"
"JPH2"	57158	"HPO_dom"
"JPH3"	57338	"HPO_dom"
"KAL1"	3730	"HPO_dom"
"KANK1"	23189	"HPO_dom"
"KANSL1"	284058	"HPO_dom"
"KBTBD13"	390594	"HPO_dom"
"KCNA1"	3736	"HPO_dom"
"KCNA5"	3741	"HPO_dom"
"KCNC3"	3748	"HPO_dom"
"KCNE2"	9992	"HPO_dom"
"KCNE3"	10008	"HPO_dom"
"KCNH2"	3757	"HPO_dom"
"KCNJ2"	3759	"HPO_dom"
"KCNJ5"	3762	"HPO_dom"
"KCNK9"	51305	"HPO_dom"
"KCNMA1"	3778	"HPO_dom"
"KCNQ1OT1"	10984	"HPO_dom"
"KCNQ2"	3785	"HPO_dom"
"KCNQ3"	3786	"HPO_dom"
"KCNQ4"	9132	"HPO_dom"
"KCNT1"	57582	"HPO_dom"
"KCTD1"	284252	"HPO_dom"
"KDM5C"	8242	"HPO_dom"
"KDM5D"	8284	"HPO_dom"
"KDM6A"	7403	"HPO_dom"
"KDR"	3791	"HPO_dom"
"KIAA0196"	9897	"HPO_dom"
"KIF11"	3832	"HPO_dom"
"KIF1B"	23095	"HPO_dom"
"KIF21A"	55605	"HPO_dom"
"KIF22"	3835	"HPO_dom"
"KIF5A"	3798	"HPO_dom"
"KIRREL3"	84623	"HPO_dom"
"KISS1R"	84634	"HPO_dom"
"KIT"	3815	"HPO_dom"
"KITLG"	4254	"HPO_dom"
"KLF1"	10661	"HPO_dom"
"KLF11"	8462	"HPO_dom"
"KLF6"	1316	"HPO_dom"
"KLHL10"	317719	"HPO_dom"
"KLHL7"	55975	"HPO_dom"
"KMT2A"	4297	"HPO_dom"
"KMT2D"	8085	"HPO_dom"
"KRIT1"	889	"HPO_dom"
"KRT1"	3848	"HPO_dom"
"KRT10"	3858	"HPO_dom"
"KRT12"	3859	"HPO_dom"
"KRT13"	3860	"HPO_dom"
"KRT16"	3868	"HPO_dom"
"KRT17"	3872	"HPO_dom"
"KRT2"	3849	"HPO_dom"
"KRT3"	3850	"HPO_dom"
"KRT4"	3851	"HPO_dom"
"KRT5"	3852	"HPO_dom"
"KRT6A"	3853	"HPO_dom"
"KRT6B"	3854	"HPO_dom"
"KRT74"	121391	"HPO_dom"
"KRT81"	3887	"HPO_dom"
"KRT83"	3889	"HPO_dom"
"KRT85"	3891	"HPO_dom"
"KRT86"	3892	"HPO_dom"
"KRT9"	3857	"HPO_dom"
"L1CAM"	3897	"HPO_dom"
"LAMA4"	3910	"HPO_dom"
"LAMP2"	3920	"HPO_dom"
"LDB3"	11155	"HPO_dom"
"LDLR"	3949	"HPO_dom"
"LEMD3"	23592	"HPO_dom"
"LGI1"	9211	"HPO_dom"
"LHB"	3972	"HPO_dom"
"LITAF"	9516	"HPO_dom"
"LMNB1"	4001	"HPO_dom"
"LMX1B"	4010	"HPO_dom"
"LPA"	4018	"HPO_dom"
"LPP"	4026	"HPO_dom"
"LRRK2"	120892	"HPO_dom"
"LYZ"	4069	"HPO_dom"
"LZTS1"	11178	"HPO_dom"
"MAD1L1"	8379	"HPO_dom"
"MAF"	4094	"HPO_dom"
"MAFB"	9935	"HPO_dom"
"MAGT1"	84061	"HPO_dom"
"MAMLD1"	10046	"HPO_dom"
"MAOA"	4128	"HPO_dom"
"MAOB"	4129	"HPO_dom"
"MAP3K1"	4214	"HPO_dom"
"MAPT"	4137	"HPO_dom"
"MASTL"	84930	"HPO_dom"
"MATR3"	9782	"HPO_dom"
"MBD5"	55777	"HPO_dom"
"MBTPS2"	51360	"HPO_dom"
"MCF2"	4168	"HPO_dom"
"MECP2"	4204	"HPO_dom"
"MED12"	9968	"HPO_dom"
"MEN1"	4221	"HPO_dom"
"MET"	4233	"HPO_dom"
"MID1"	4281	"HPO_dom"
"MINPP1"	9562	"HPO_dom"
"MIPOL1"	145282	"HPO_dom"
"MIR17HG"	407975	"HPO_dom"
"MIR184"	406960	"HPO_dom"
"MIR96"	407053	"HPO_dom"
"MITF"	4286	"HPO_dom"
"MLF1"	4291	"HPO_dom"
"MLLT1"	4298	"HPO_dom"
"MLLT10"	8028	"HPO_dom"
"MLLT3"	4300	"HPO_dom"
"MMP13"	4322	"HPO_dom"
"MN1"	4330	"HPO_dom"
"MNX1"	3110	"HPO_dom"
"MOG"	4340	"HPO_dom"
"MSR1"	4481	"HPO_dom"
"MSX1"	4487	"HPO_dom"
"MSX2"	4488	"HPO_dom"
"MTAP"	4507	"HPO_dom"
"MTM1"	4534	"HPO_dom"
"MUC1"	4582	"HPO_dom"
"MYB"	4602	"HPO_dom"
"MYBPC3"	4607	"HPO_dom"
"MYCN"	4613	"HPO_dom"
"MYD88"	4615	"HPO_dom"
"MYF6"	4618	"HPO_dom"
"MYH11"	4629	"HPO_dom"
"MYH14"	79784	"HPO_dom"
"MYH6"	4624	"HPO_dom"
"MYH7"	4625	"HPO_dom"
"MYH8"	4626	"HPO_dom"
"MYH9"	4627	"HPO_dom"
"MYL2"	4633	"HPO_dom"
"MYLK"	4638	"HPO_dom"
"MYLK2"	85366	"HPO_dom"
"MYO1A"	4640	"HPO_dom"
"MYOC"	4653	"HPO_dom"
"MYOT"	9499	"HPO_dom"
"MYOZ2"	51778	"HPO_dom"
"NAA10"	8260	"HPO_dom"
"NAT1"	9	"HPO_dom"
"NCOA4"	8031	"HPO_dom"
"NCSTN"	23385	"HPO_dom"
"NDP"	4693	"HPO_dom"
"NEUROD1"	4760	"HPO_dom"
"NEXN"	91624	"HPO_dom"
"NF1"	4763	"HPO_dom"
"NF2"	4771	"HPO_dom"
"NFIX"	4784	"HPO_dom"
"NFKBIA"	4792	"HPO_dom"
"NHS"	4810	"HPO_dom"
"NIPA1"	123606	"HPO_dom"
"NIPBL"	25836	"HPO_dom"
"NKX2-1"	7080	"HPO_dom"
"NLGN4X"	57502	"HPO_dom"
"NLRP1"	22861	"HPO_dom"
"NLRP12"	91662	"HPO_dom"
"NLRP3"	114548	"HPO_dom"
"NME1"	4830	"HPO_dom"
"NOD2"	64127	"HPO_dom"
"NOG"	9241	"HPO_dom"
"NOL3"	8996	"HPO_dom"
"NOP56"	10528	"HPO_dom"
"NOTCH1"	4851	"HPO_dom"
"NOTCH2"	4853	"HPO_dom"
"NOTCH3"	4854	"HPO_dom"
"NPM1"	4869	"HPO_dom"
"NPPA"	4878	"HPO_dom"
"NR0B1"	190	"HPO_dom"
"NR3C1"	2908	"HPO_dom"
"NR3C2"	4306	"HPO_dom"
"NRAS"	4893	"HPO_dom"
"NRL"	4901	"HPO_dom"
"NSD1"	64324	"HPO_dom"
"NSDHL"	50814	"HPO_dom"
"NUP214"	8021	"HPO_dom"
"NYX"	60506	"HPO_dom"
"OCRL"	4952	"HPO_dom"
"OFD1"	8481	"HPO_dom"
"OGG1"	4968	"HPO_dom"
"OPA1"	4976	"HPO_dom"
"OPHN1"	4983	"HPO_dom"
"OPN1LW"	5956	"HPO_dom"
"OPN1MW"	2652	"HPO_dom"
"OPN1SW"	611	"HPO_dom"
"OPTN"	10133	"HPO_dom"
"OSMR"	9180	"HPO_dom"
"OTC"	5009	"HPO_dom"
"OTX2"	5015	"HPO_dom"
"P4HB"	5034	"HPO_dom"
"PABPN1"	8106	"HPO_dom"
"PAK3"	5063	"HPO_dom"
"PAPPA"	5069	"HPO_dom"
"PAX2"	5076	"HPO_dom"
"PAX4"	5078	"HPO_dom"
"PAX9"	5083	"HPO_dom"
"PCDH19"	57526	"HPO_dom"
"PCM1"	5108	"HPO_dom"
"PCSK9"	255738	"HPO_dom"
"PDE11A"	50940	"HPO_dom"
"PDE4D"	5144	"HPO_dom"
"PDE8B"	8622	"HPO_dom"
"PDGFB"	5155	"HPO_dom"
"PDGFRA"	5156	"HPO_dom"
"PDGFRB"	5159	"HPO_dom"
"PDGFRL"	5157	"HPO_dom"
"PDHA1"	5160	"HPO_dom"
"PDYN"	5173	"HPO_dom"
"PER2"	8864	"HPO_dom"
"PFKFB1"	5207	"HPO_dom"
"PGD"	5226	"HPO_dom"
"PGK1"	5230	"HPO_dom"
"PHB"	5245	"HPO_dom"
"PHEX"	5251	"HPO_dom"
"PHF6"	84295	"HPO_dom"
"PHKA1"	5255	"HPO_dom"
"PHKA2"	5256	"HPO_dom"
"PHOX2B"	8929	"HPO_dom"
"PI3"	5266	"HPO_dom"
"PICALM"	8301	"HPO_dom"
"PIEZO1"	9780	"HPO_dom"
"PIGA"	5277	"HPO_dom"
"PIK3R2"	5296	"HPO_dom"
"PIKFYVE"	200576	"HPO_dom"
"PITPNM3"	83394	"HPO_dom"
"PITX1"	5307	"HPO_dom"
"PITX3"	5309	"HPO_dom"
"PKD1"	5310	"HPO_dom"
"PKD2"	5311	"HPO_dom"
"PKP2"	5318	"HPO_dom"
"PLAG1"	5324	"HPO_dom"
"PLAT"	5327	"HPO_dom"
"PLAU"	5328	"HPO_dom"
"PLCB4"	5332	"HPO_dom"
"PLCG2"	5336	"HPO_dom"
"PLIN1"	5346	"HPO_dom"
"PLN"	5350	"HPO_dom"
"PLP1"	5354	"HPO_dom"
"PNKD"	25953	"HPO_dom"
"POF1B"	79983	"HPO_dom"
"POLA1"	5422	"HPO_dom"
"POLG2"	11232	"HPO_dom"
"POLR1D"	51082	"HPO_dom"
"PON1"	5444	"HPO_dom"
"PORCN"	64840	"HPO_dom"
"POU3F4"	5456	"HPO_dom"
"POU4F3"	5459	"HPO_dom"
"PPARG"	5468	"HPO_dom"
"PPM1D"	8493	"HPO_dom"
"PPOX"	5498	"HPO_dom"
"PPP1R3A"	5506	"HPO_dom"
"PPP2R2B"	5521	"HPO_dom"
"PQBP1"	10084	"HPO_dom"
"PRCC"	5546	"HPO_dom"
"PRICKLE2"	166336	"HPO_dom"
"PRKCG"	5582	"HPO_dom"
"PRKCSH"	5589	"HPO_dom"
"PRNP"	5621	"HPO_dom"
"PROK2"	60675	"HPO_dom"
"PRPF3"	9129	"HPO_dom"
"PRPF31"	26121	"HPO_dom"
"PRPF6"	24148	"HPO_dom"
"PRPF8"	10594	"HPO_dom"
"PRPH2"	5961	"HPO_dom"
"PRPS1"	5631	"HPO_dom"
"PRRT2"	112476	"HPO_dom"
"PSEN1"	5663	"HPO_dom"
"PSEN2"	5664	"HPO_dom"
"PSG1"	5669	"HPO_dom"
"PSTPIP1"	9051	"HPO_dom"
"PTCH1"	5727	"HPO_dom"
"PTCH2"	8643	"HPO_dom"
"PTH"	5741	"HPO_dom"
"PTHLH"	5744	"HPO_dom"
"PTPN11"	5781	"HPO_dom"
"PVR"	5817	"HPO_dom"
"RAB39B"	116442	"HPO_dom"
"RAB40AL"	282808	"HPO_dom"
"RAB7A"	7879	"HPO_dom"
"RAD21"	5885	"HPO_dom"
"RAF1"	5894	"HPO_dom"
"RAI1"	10743	"HPO_dom"
"RANBP2"	5903	"HPO_dom"
"RARA"	5914	"HPO_dom"
"RASA1"	5921	"HPO_dom"
"RAX2"	84839	"HPO_dom"
"RB1"	5925	"HPO_dom"
"RB1CC1"	9821	"HPO_dom"
"RBM10"	8241	"HPO_dom"
"RBM20"	282996	"HPO_dom"
"RBPJ"	3516	"HPO_dom"
"RCVRN"	5957	"HPO_dom"
"RDH5"	5959	"HPO_dom"
"REEP1"	65055	"HPO_dom"
"REG1A"	5967	"HPO_dom"
"RENBP"	5973	"HPO_dom"
"RET"	5979	"HPO_dom"
"RGR"	5995	"HPO_dom"
"RHBDF2"	79651	"HPO_dom"
"RIMS1"	22999	"HPO_dom"
"RNASEL"	6041	"HPO_dom"
"RNF139"	11236	"HPO_dom"
"RNF170"	81790	"HPO_dom"
"RNF6"	6049	"HPO_dom"
"ROBO2"	6092	"HPO_dom"
"ROM1"	6094	"HPO_dom"
"RP1L1"	94137	"HPO_dom"
"RPL11"	6135	"HPO_dom"
"RPL5"	6125	"HPO_dom"
"RPS17"	6218	"HPO_dom"
"RPS19"	6223	"HPO_dom"
"RPS24"	6229	"HPO_dom"
"RPS6KA3"	6197	"HPO_dom"
"RPS7"	6201	"HPO_dom"
"RPSA"	3921	"HPO_dom"
"RS1"	6247	"HPO_dom"
"RTN2"	6253	"HPO_dom"
"RUNX1"	861	"HPO_dom"
"RUNX2"	860	"HPO_dom"
"RYR2"	6262	"HPO_dom"
"SALL1"	6299	"HPO_dom"
"SALL4"	57167	"HPO_dom"
"SART3"	9733	"HPO_dom"
"SAT1"	6303	"HPO_dom"
"SATB2"	23314	"HPO_dom"
"SCN1A"	6323	"HPO_dom"
"SCN1B"	6324	"HPO_dom"
"SCN2A"	6326	"HPO_dom"
"SCN4A"	6329	"HPO_dom"
"SCN4B"	6330	"HPO_dom"
"SCN8A"	6334	"HPO_dom"
"SDHAF2"	54949	"HPO_dom"
"SDHB"	6390	"HPO_dom"
"SDHC"	6391	"HPO_dom"
"SDHD"	6392	"HPO_dom"
"SEC63"	11231	"HPO_dom"
"SEMA3E"	9723	"HPO_dom"
"SEPT12"	124404	"HPO_dom"
"SEPT9"	10801	"HPO_dom"
"SERPINA7"	6906	"HPO_dom"
"SERPIND1"	3053	"HPO_dom"
"SERPING1"	710	"HPO_dom"
"SERPINI1"	5274	"HPO_dom"
"SETBP1"	26040	"HPO_dom"
"SF3B4"	10262	"HPO_dom"
"SFTPA2"	729238	"HPO_dom"
"SFTPC"	6440	"HPO_dom"
"SFTPD"	6441	"HPO_dom"
"SGCE"	8910	"HPO_dom"
"SH2B3"	10019	"HPO_dom"
"SH2D1A"	4068	"HPO_dom"
"SH3BP2"	6452	"HPO_dom"
"SH3GL1"	6455	"HPO_dom"
"SHH"	6469	"HPO_dom"
"SHOC2"	8036	"HPO_dom"
"SHROOM4"	57477	"HPO_dom"
"SIX1"	6495	"HPO_dom"
"SIX3"	6496	"HPO_dom"
"SIX5"	147912	"HPO_dom"
"SKI"	6497	"HPO_dom"
"SLC16A1"	6566	"HPO_dom"
"SLC16A12"	387700	"HPO_dom"
"SLC16A2"	6567	"HPO_dom"
"SLC17A8"	246213	"HPO_dom"
"SLC20A2"	6575	"HPO_dom"
"SLC25A4"	291	"HPO_dom"
"SLC2A1"	6513	"HPO_dom"
"SLC2A9"	56606	"HPO_dom"
"SLC35A2"	7355	"HPO_dom"
"SLC5A7"	60482	"HPO_dom"
"SLC6A2"	6530	"HPO_dom"
"SLC6A8"	6535	"HPO_dom"
"SLC9A3R1"	9368	"HPO_dom"
"SLC9A6"	10479	"HPO_dom"
"SLITRK1"	114798	"HPO_dom"
"SMAD3"	4088	"HPO_dom"
"SMAD4"	4089	"HPO_dom"
"SMAD6"	4091	"HPO_dom"
"SMAD9"	4093	"HPO_dom"
"SMARCAD1"	56916	"HPO_dom"
"SMARCB1"	6598	"HPO_dom"
"SMC1A"	8243	"HPO_dom"
"SMPX"	23676	"HPO_dom"
"SMS"	6611	"HPO_dom"
"SNCA"	6622	"HPO_dom"
"SNCB"	6620	"HPO_dom"
"SNRNP200"	23020	"HPO_dom"
"SNRPE"	6635	"HPO_dom"
"SNTA1"	6640	"HPO_dom"
"SOS1"	6654	"HPO_dom"
"SOX10"	6663	"HPO_dom"
"SOX17"	64321	"HPO_dom"
"SOX2"	6657	"HPO_dom"
"SOX3"	6658	"HPO_dom"
"SOX9"	6662	"HPO_dom"
"SPAST"	6683	"HPO_dom"
"SPRED1"	161742	"HPO_dom"
"SPTAN1"	6709	"HPO_dom"
"SPTB"	6710	"HPO_dom"
"SPTBN2"	6712	"HPO_dom"
"SPTLC1"	10558	"HPO_dom"
"SPTLC2"	9517	"HPO_dom"
"SQSTM1"	8878	"HPO_dom"
"SRCAP"	10847	"HPO_dom"
"SRP72"	6731	"HPO_dom"
